Year,Country,Anxiety_Rate,Disease_Rate,Suicide_Rate
2010,France,19.9929,24.9743,6.9941
2010,Germany,19.9889,24.9644,6.9876
2010,Italy,19.9298,24.9997,6.9906
2010,Spain,19.9804,24.9922,6.9814
2010,United Kingdom,19.9225,24.9821,6.9973
2010,Netherlands,19.9944,24.9316,6.9738
2010,Sweden,20.0211,24.9839,7.0143
2010,Poland,19.8951,25.0453,7.0198
2010,Greece,19.9747,24.8517,6.9547
2010,Portugal,19.8513,24.9358,6.9977
2011,France,19.98595,25.02145,7.009
2011,Germany,19.9751,25.0194,6.99465
2011,Italy,19.98625,24.9974,7.000249999999999
2011,Spain,19.954349999999998,25.043100000000003,7.003299999999999
2011,United Kingdom,19.97715,24.9657,7.00375
2011,Netherlands,19.993949999999998,24.98485,7.00145
2011,Sweden,20.06355,24.99105,6.9963
2011,Poland,19.941699999999997,25.01575,7.0135000000000005
2011,Greece,19.9852,24.98635,6.9871
2011,Portugal,19.9361,25.00325,6.9979499999999994
2012,France,20.052633333333333,25.041933333333333,7.027533333333333
2012,Germany,19.9941,24.9877,6.9989333333333335
2012,Italy,20.028566666666666,25.040666666666667,7.0065
2012,Spain,19.974633333333333,25.062766666666665,7.0112
2012,United Kingdom,20.008433333333333,24.999633333333332,7.015733333333333
2012,Netherlands,20.0467,24.9879,7.005166666666667
2012,Sweden,20.078300000000002,25.004833333333334,7.016266666666667
2012,Poland,20.003666666666664,25.019233333333332,7.023833333333333
2012,Greece,20.011266666666668,25.03146666666667,6.999666666666666
2012,Portugal,20.010166666666667,25.033199999999997,7.012166666666666
2013,France,20.096366666666665,25.098533333333336,7.040400000000001
2013,Germany,20.034566666666667,25.027266666666666,7.0184999999999995
2013,Italy,20.1073,25.0802,7.023766666666667
2013,Spain,20.02573333333333,25.123566666666665,7.027966666666667
2013,United Kingdom,20.09766666666667,25.0646,7.039733333333333
2013,Netherlands,20.092333333333332,25.052666666666667,7.0316
2013,Sweden,20.130100000000002,25.0441,7.029066666666666
2013,Poland,20.1051,25.066466666666667,7.0186
2013,Greece,20.06886666666667,25.130633333333332,7.016033333333334
2013,Portugal,20.128533333333333,25.09723333333333,7.024966666666667
2014,France,20.133733333333335,25.1417,7.050366666666666
2014,Germany,20.104166666666668,25.071366666666666,7.0315
2014,Italy,20.164533333333335,25.1583,7.042000000000001
2014,Spain,20.096866666666667,25.1493,7.047366666666666
2014,United Kingdom,20.168133333333333,25.16,7.0534
2014,Netherlands,20.1293,25.126166666666666,7.045699999999999
2014,Sweden,20.141366666666666,25.1354,7.063666666666666
2014,Poland,20.153966666666665,25.143366666666665,7.030466666666666
2014,Greece,20.139200000000002,25.134766666666668,7.0307666666666675
2014,Portugal,20.178933333333333,25.144066666666664,7.034033333333333
2015,France,20.105666666666668,25.185666666666666,7.050033333333334
2015,Germany,20.1653,25.1627,7.052033333333333
2015,Italy,20.1817,25.223200000000002,7.072166666666667
2015,Spain,20.1578,25.223733333333332,7.0629
2015,United Kingdom,20.244500000000002,25.214399999999998,7.056166666666667
2015,Netherlands,20.16593333333333,25.20296666666667,7.070399999999999
2015,Sweden,20.17963333333333,25.191833333333335,7.0683333333333325
2015,Poland,20.188966666666666,25.195933333333333,7.05
2015,Greece,20.199333333333332,25.169866666666667,7.037566666666667
2015,Portugal,20.1948,25.184066666666666,7.027866666666667
2016,France,20.168766666666667,25.229699999999998,7.080099999999999
2016,Germany,20.204633333333334,25.2153,7.065966666666667
2016,Italy,20.204633333333334,25.263199999999998,7.071133333333333
2016,Spain,20.181633333333334,25.252033333333333,7.0748
2016,United Kingdom,20.265266666666665,25.243466666666666,7.0538
2016,Netherlands,20.1971,25.257233333333332,7.0945
2016,Sweden,20.235066666666665,25.25283333333333,7.075
2016,Poland,20.177566666666667,25.21173333333333,7.091433333333334
2016,Greece,20.216233333333335,25.22526666666667,7.071033333333332
2016,Portugal,20.234233333333332,25.226466666666667,7.046333333333333
2017,France,20.2278,25.251166666666666,7.092700000000001
2017,Germany,20.232366666666667,25.251366666666666,7.098233333333333
2017,Italy,20.2403,25.295233333333332,7.0774
2017,Spain,20.23946666666667,25.260199999999998,7.089200000000001
2017,United Kingdom,20.275233333333333,25.261899999999997,7.065666666666666
2017,Netherlands,20.26993333333333,25.272866666666662,7.1184
2017,Sweden,20.287433333333333,25.255133333333333,7.086666666666666
2017,Poland,20.211633333333335,25.21586666666667,7.1081666666666665
2017,Greece,20.236900000000002,25.289733333333334,7.081099999999999
2017,Portugal,20.254066666666667,25.266366666666666,7.066400000000001
2018,France,20.295133333333336,25.3096,7.112466666666666
2018,Germany,20.250566666666668,25.296733333333332,7.109166666666667
2018,Italy,20.265766666666668,25.29133333333333,7.076766666666667
2018,Spain,20.285866666666667,25.259466666666665,7.0941333333333345
2018,United Kingdom,20.293966666666666,25.2779,7.089033333333333
2018,Netherlands,20.277566666666665,25.311466666666664,7.1221
2018,Sweden,20.303933333333333,25.281966666666666,7.079999999999999
2018,Poland,20.2449,25.245599999999996,7.094166666666666
2018,Greece,20.246233333333333,25.30973333333333,7.101166666666667
2018,Portugal,20.265600000000003,25.310999999999996,7.098299999999999
2019,France,20.2908,25.289566666666662,7.114933333333333
2019,Germany,20.297299999999996,25.2983,7.1042
2019,Italy,20.260433333333335,25.3065,7.1072
2019,Spain,20.3229,25.27503333333333,7.102966666666667
2019,United Kingdom,20.3192,25.2851,7.099066666666666
2019,Netherlands,20.310266666666667,25.321133333333332,7.1208
2019,Sweden,20.286133333333336,25.276266666666668,7.1052333333333335
2019,Poland,20.263433333333335,25.270566666666667,7.086433333333333
2019,Greece,20.29083333333333,25.29903333333333,7.105833333333333
2019,Portugal,20.2316,25.299833333333336,7.104966666666667
2020,France,20.277866666666664,25.29263333333333,7.1158
2020,Germany,20.35043333333333,25.3172,7.083733333333334
2020,Italy,20.205066666666667,25.265466666666665,7.1072999999999995
2020,Spain,20.332966666666668,25.298666666666666,7.0995
2020,United Kingdom,20.336,25.263566666666662,7.091
2020,Netherlands,20.29603333333333,25.30763333333333,7.1057
2020,Sweden,20.3327,25.275166666666667,7.101433333333333
2020,Poland,20.277200000000004,25.32426666666667,7.087533333333333
2020,Greece,20.3171,25.2856,7.110333333333333
2020,Portugal,20.236333333333334,25.27163333333333,7.110733333333333
2021,France,20.297933333333333,25.28963333333333,7.172599999999999
2021,Germany,20.4079,25.358800000000002,7.134433333333333
2021,Italy,20.241366666666668,25.290933333333335,7.139533333333333
2021,Spain,20.37376666666667,25.3394,7.141
2021,United Kingdom,20.373333333333335,25.3238,7.1302
2021,Netherlands,20.3331,25.348833333333335,7.146633333333334
2021,Sweden,20.373633333333334,25.32246666666667,7.1588666666666665
2021,Poland,20.3235,25.365133333333336,7.150966666666667
2021,Greece,20.357366666666667,25.347533333333335,7.1540333333333335
2021,Portugal,20.30946666666667,25.315,7.148033333333333
2022,France,20.293433333333333,25.2769,7.156633333333334
2022,Germany,20.363133333333337,25.32176666666667,7.1348
2022,Italy,20.24866666666667,25.271433333333334,7.1173
2022,Spain,20.334733333333332,25.291500000000003,7.142966666666666
2022,United Kingdom,20.317133333333334,25.315266666666666,7.123266666666666
2022,Netherlands,20.2971,25.3184,7.1202
2022,Sweden,20.356700000000004,25.30476666666667,7.1483333333333325
2022,Poland,20.324933333333334,25.351366666666667,7.1306
2022,Greece,20.323700000000002,25.337600000000002,7.141066666666666
2022,Portugal,20.316266666666667,25.340133333333334,7.144533333333333
